L,Î²,e,c
4,0.001,-1.00108125,4.950749828122847e-7
4,0.005995,-1.003615625,1.798742875402721e-5
4,0.01099,-1.0051953125,5.999630372141124e-5
4,0.015985,-1.008659375,0.00012711338108945593
4,0.02098,-1.01136875,0.0002180750349621467
4,0.025975,-1.01331875,0.00033750584938410113
4,0.03097,-1.01574375,0.0004804964155999668
4,0.035965,-1.0192078125,0.0006407825488142859
4,0.04096,-1.020603125,0.0008289443848253543
4,0.045955,-1.0234,0.0010559606634134681
4,0.05095,-1.0256421875,0.0012938828398040057
4,0.055945,-1.0274453125,0.0015712046011434166
4,0.06094,-1.0303609375,0.0018824137672216208
4,0.065935,-1.0324359375,0.0021967849826594714
4,0.07093,-1.0355453125,0.0025462229189022537
4,0.075925,-1.0380546875,0.0029075669571836877
4,0.08092,-1.0406671875,0.003303887594084323
4,0.085915,-1.0428171875,0.003723505324274081
4,0.09091,-1.045759375,0.004168139789471788
4,0.095905,-1.0483890625,0.004696914208858041
4,0.1009,-1.0503625,0.0051595630632727645
4,0.105895,-1.0538125,0.0057075054677755985
4,0.11089,-1.0570796875,0.006223059322570741
4,0.115885,-1.0586234375,0.006858238806203004
4,0.12088,-1.060084375,0.007551111776209189
4,0.125875,-1.0630015625,0.00822829409938974
4,0.13087,-1.0656734375,0.008943832132934891
4,0.135865,-1.0680953125,0.0096168207433708
4,0.14086,-1.0709203125,0.010331307763156352
4,0.145855,-1.074028125,0.011250298968574723
4,0.15085,-1.0763109375,0.011964923632022832
4,0.155845,-1.079225,0.012849534456131892
4,0.16084,-1.081384375,0.013671728247552237
4,0.165835,-1.0849234375,0.014637516403446812
4,0.17083,-1.087453125,0.015566164097294655
4,0.175825,-1.0898359375,0.016584066402204733
4,0.18082,-1.0932296875,0.01745257125846189
4,0.185815,-1.0965703125,0.018776433182937674
4,0.19081,-1.0990296875,0.01966715852417506
4,0.195805,-1.1014546875,0.02089013810738365
4,0.2008,-1.1034515625,0.02202965914037224
4,0.205795,-1.10698125,0.023082650121525727
4,0.21079,-1.1089765625,0.024305455910263923
4,0.215785,-1.111996875,0.025701487133788174
4,0.22078,-1.114959375,0.02715640340204463
4,0.225775,-1.11759375,0.028345144554576367
4,0.23077,-1.1204421875,0.029651747130634447
4,0.235765,-1.122809375,0.031425349996621416
4,0.24076,-1.1254109375,0.032991793866409456
4,0.245755,-1.1284359375,0.03431840062033406
4,0.25075,-1.1315609375,0.035924127585358456
4,0.255745,-1.1345046875,0.03775180664418841
4,0.26074,-1.1380625,0.03958079504841339
4,0.265735,-1.1405859375,0.04122587911303889
4,0.27073,-1.1433703125,0.04338212843752415
4,0.275725,-1.14635625,0.045560687770364816
4,0.28072,-1.149803125,0.047576419230309905
4,0.285715,-1.1534890625,0.04930787089074963
4,0.29071,-1.1579390625,0.05162918367738302
4,0.295705,-1.1590859375,0.05403739173186228
4,0.3007,-1.1625046875,0.05575826605381224
4,0.305695,-1.165203125,0.05803825184963606
4,0.31069,-1.1676375,0.060253722177481754
4,0.315685,-1.1700765625,0.06247193256645841
4,0.32068,-1.1747421875,0.0660716655401675
4,0.325675,-1.177371875,0.06855439425121555
4,0.33067,-1.1800296875,0.07066913148112913
4,0.335665,-1.182178125,0.07395147017029159
4,0.34066,-1.1857875,0.07661556956381713
4,0.345655,-1.1894390625,0.07979275117107124
4,0.35065,-1.1933125,0.08241844185268242
4,0.355645,-1.197334375,0.08553972206187849
4,0.36064,-1.201,0.0897583461577334
4,0.365635,-1.2053078125,0.09304798725266548
4,0.37063,-1.2080328125,0.09597727769547616
4,0.375625,-1.212078125,0.09949866623770877
4,0.38062,-1.21523125,0.10377670934530457
4,0.385615,-1.2182703125,0.10731564878500904
4,0.39061,-1.2230109375,0.11255567778998117
4,0.395605,-1.22669375,0.11616941881110306
4,0.4006,-1.2295515625,0.12045512028773155
4,0.405595,-1.233215625,0.12490559183588114
4,0.41059,-1.238509375,0.13023076632369895
4,0.415585,-1.242528125,0.1352236086460928
4,0.42058,-1.2476046875,0.14010642217795755
4,0.425575,-1.25131875,0.14496614241156
4,0.43057,-1.2539265625,0.15093645884750972
4,0.435565,-1.2577125,0.15613860831747173
4,0.44056,-1.26165625,0.16024670607599384
4,0.445555,-1.2665421875,0.16807095079054044
4,0.45055,-1.26899375,0.1716745727957443
4,0.455545,-1.272846875,0.17788649488491426
4,0.46054,-1.2770265625,0.18367915437746404
4,0.465535,-1.2802125,0.1889768793369656
4,0.47053,-1.2858078125,0.19676076931808179
4,0.475525,-1.2908125,0.20509551446588123
4,0.48052,-1.2960078125,0.21133150564373585
4,0.485515,-1.301053125,0.22113556625570086
4,0.49051,-1.3048703125,0.2270179822605374
4,0.495505,-1.3106,0.2364771173756735
4,0.5005,-1.3145609375,0.2424170170593758
4,0.505495,-1.3194828125,0.25251822516888517
4,0.51049,-1.3248578125,0.25894854527920097
4,0.515485,-1.3318078125,0.26853760599517246
4,0.52048,-1.335925,0.276830931551196
4,0.525475,-1.3399109375,0.2846313230653431
4,0.53047,-1.3450328125,0.29430867970916563
4,0.535465,-1.3504953125,0.3049626335177307
4,0.54046,-1.3547703125,0.3136044654568753
4,0.545455,-1.3602640625,0.3218486532019366
4,0.55045,-1.3657921875,0.33258391257850617
4,0.555445,-1.3716671875,0.3423565328152695
4,0.56044,-1.3756078125,0.3499776916218067
4,0.565435,-1.38328125,0.36509397888046274
4,0.57043,-1.3878328125,0.37216160006225113
4,0.575425,-1.39343125,0.3840686913248683
4,0.58042,-1.39999375,0.3944238270827735
4,0.585415,-1.4049140625,0.405983797150532
4,0.59041,-1.412325,0.4179737893566074
4,0.595405,-1.417471875,0.4338537063781921
4,0.6004,-1.423140625,0.44299994266530746
4,0.605395,-1.429775,0.4536797779103301
4,0.61039,-1.4359078125,0.4657153067212743
4,0.615385,-1.4381,0.4738694231522302
4,0.62038,-1.4455578125,0.48823172047487917
4,0.625375,-1.4505328125,0.5032663327514855
4,0.63037,-1.45933125,0.515479729358415
4,0.635365,-1.4679953125,0.5276561948644075
4,0.64036,-1.476565625,0.5397856465339509
4,0.645355,-1.4823296875,0.5496113837951803
4,0.65035,-1.4883328125,0.561747001993661
4,0.655345,-1.4926234375,0.5736038617934467
4,0.66034,-1.4995140625,0.5852201041494135
4,0.665335,-1.5069875,0.5982270984131739
4,0.67033,-1.51483125,0.6147553885707113
4,0.675325,-1.52305625,0.6284870168977873
4,0.68032,-1.529890625,0.6396312525705596
4,0.685315,-1.5391125,0.650426065150564
4,0.69031,-1.54545625,0.6604054736463097
4,0.695305,-1.5508,0.667366119530864
4,0.7003,-1.55970625,0.6826672269131095
4,0.705295,-1.5659734375,0.6913214597398868
4,0.71029,-1.5745625,0.7025305755759725
4,0.715285,-1.5811453125,0.7147246153052357
4,0.72028,-1.5878953125,0.7207467361075396
4,0.725275,-1.59329375,0.729119123753025
4,0.73027,-1.601028125,0.7373581907441699
4,0.735265,-1.6049765625,0.7528527697107164
4,0.74026,-1.6085375,0.7651683850962067
4,0.745255,-1.61543125,0.7701536734681068
4,0.75025,-1.6215671875,0.7794838175937143
4,0.755245,-1.6292734375,0.788209300963868
4,0.76024,-1.6359984375,0.79218236389275
4,0.765235,-1.64273125,0.7954942144740306
4,0.77023,-1.649696875,0.8011537751504073
4,0.775225,-1.6545359375,0.8029945279576369
4,0.78022,-1.6592296875,0.8129792408716461
4,0.785215,-1.6672765625,0.8166396295814182
4,0.79021,-1.67229375,0.8246508116776285
4,0.795205,-1.681725,0.8195514464839405
4,0.8002,-1.6867671875,0.8284709318650424
4,0.805195,-1.6905765625,0.8337004856553286
4,0.81019,-1.69698125,0.8354488851398006
4,0.815185,-1.7038453125,0.8317029902057312
4,0.82018,-1.7108046875,0.8261668600118646
4,0.825175,-1.718703125,0.825382060377537
4,0.83017,-1.724625,0.8245420673828563
4,0.835165,-1.73139375,0.8197815731953578
4,0.84016,-1.7373,0.8242008205814411
4,0.845155,-1.7424234375,0.8193400126112249
4,0.85015,-1.7470265625,0.8177798224610665
4,0.855145,-1.7523765625,0.8107269598618602
4,0.86014,-1.757796875,0.8097398858819558
4,0.865135,-1.7616265625,0.8130487631510912
4,0.87013,-1.76786875,0.8086238029813126
4,0.875125,-1.774084375,0.8053716284719092
4,0.88012,-1.778190625,0.7970778298007882
4,0.885115,-1.782803125,0.7939527099042221
4,0.89011,-1.7886703125,0.7838938741933342
4,0.895105,-1.7943453125,0.7741078017818243
4,0.9001,-1.801796875,0.757663152990693
4,0.905095,-1.803584375,0.763964523695609
4,0.91009,-1.809446875,0.7550916706875871
4,0.915085,-1.8144453125,0.7491264116362941
4,0.92008,-1.8176171875,0.7473039926606408
4,0.925075,-1.82276875,0.7349500919574886
4,0.93007,-1.82661875,0.7296712458774964
4,0.935065,-1.833959375,0.7051261816863965
4,0.94006,-1.8349109375,0.7067042403096027
4,0.945055,-1.840671875,0.6927710782231996
4,0.95005,-1.8441703125,0.6919678642462613
4,0.955045,-1.847371875,0.6839031723251688
4,0.96004,-1.8513625,0.6738154999503035
4,0.965035,-1.8538296875,0.6722570056134486
4,0.97003,-1.858709375,0.6546187815004826
4,0.975025,-1.8601703125,0.6560592776085729
4,0.98002,-1.8642609375,0.6479999911556121
4,0.985015,-1.8657453125,0.6452651691724113
4,0.99001,-1.8684578125,0.6416123985883315
4,0.995005,-1.8744234375,0.6169891335734672
4,1.0,-1.876246875,0.6195078686921087
8,0.001,-1.0008359375,5.009037261403265e-7
8,0.005995,-1.002851953125,1.809874376743621e-5
8,0.01099,-1.00553203125,5.976547432578704e-5
8,0.015985,-1.00796953125,0.00012738900065683984
8,0.02098,-1.01048203125,0.00021948776611470944
8,0.025975,-1.0130515625,0.0003396514278811017
8,0.03097,-1.01570859375,0.000478165761264197
8,0.035965,-1.01804921875,0.0006473838945733158
8,0.04096,-1.020743359375,0.0008428793767023525
8,0.045955,-1.02293984375,0.001048857360276397
8,0.05095,-1.02567578125,0.0012986135962110442
8,0.055945,-1.02823828125,0.0015768320558898542
8,0.06094,-1.03048984375,0.001872220888562634
8,0.065935,-1.033571875,0.0022040166221548945
8,0.07093,-1.035790234375,0.002548605525172891
8,0.075925,-1.038572265625,0.0028980692608525814
8,0.08092,-1.0404546875,0.003294563981563507
8,0.085915,-1.042775,0.0037475017370337126
8,0.09091,-1.046061328125,0.004169051839305959
8,0.095905,-1.048630859375,0.00467752237640316
8,0.1009,-1.05071875,0.005129010477787847
8,0.105895,-1.053041015625,0.005676344010686492
8,0.11089,-1.0564546875,0.006228341791779079
8,0.115885,-1.058553515625,0.00685600285132004
8,0.12088,-1.060755078125,0.007429683377650233
8,0.125875,-1.06371640625,0.008054991795799419
8,0.13087,-1.06611953125,0.00873026452103171
8,0.135865,-1.068383984375,0.009544338298726952
8,0.14086,-1.07116796875,0.010152593941546348
8,0.145855,-1.073748828125,0.010980832919881734
8,0.15085,-1.0763109375,0.01171824872735473
8,0.155845,-1.0795796875,0.012551274961391195
8,0.16084,-1.081396875,0.0134839416368828
8,0.165835,-1.084254296875,0.014249872165164195
8,0.17083,-1.0874859375,0.015184858185148916
8,0.175825,-1.0889015625,0.016234584767501666
8,0.18082,-1.09205546875,0.01706533276125414
8,0.185815,-1.094641015625,0.018075491335900862
8,0.19081,-1.09719140625,0.019199095824403285
8,0.195805,-1.1000421875,0.02009057952620449
8,0.2008,-1.102105859375,0.02113802313055239
8,0.205795,-1.10535625,0.022426202797154
8,0.21079,-1.1073890625,0.023598456497038484
8,0.215785,-1.11040390625,0.024913907158864962
8,0.22078,-1.112775390625,0.025677903756077466
8,0.225775,-1.115446484375,0.02748834936843437
8,0.23077,-1.11816875,0.02815995221433923
8,0.235765,-1.1206796875,0.030078055228302574
8,0.24076,-1.123622265625,0.03125421293943058
8,0.245755,-1.125967578125,0.032568800084478156
8,0.25075,-1.128210546875,0.03420309290339904
8,0.255745,-1.131228125,0.035305329404273264
8,0.26074,-1.133768359375,0.037021387318011294
8,0.265735,-1.13714765625,0.038756552253647346
8,0.27073,-1.139783984375,0.039953118034799895
8,0.275725,-1.142330859375,0.04196043762139216
8,0.28072,-1.1447140625,0.043480141878992684
8,0.285715,-1.14713359375,0.044918753035625425
8,0.29071,-1.151569921875,0.04740306162578713
8,0.295705,-1.1538734375,0.049076941963854294
8,0.3007,-1.15626484375,0.050579309996023496
8,0.305695,-1.15946640625,0.05247634662003627
8,0.31069,-1.162059765625,0.054210951717099796
8,0.315685,-1.164160546875,0.05603525068345012
8,0.32068,-1.167453125,0.05822276253439616
8,0.325675,-1.17103125,0.06063697490066221
8,0.33067,-1.17392265625,0.06303516079680296
8,0.335665,-1.176030078125,0.0650045526831696
8,0.34066,-1.17901328125,0.06712587124889478
8,0.345655,-1.1813125,0.06967034092025098
8,0.35065,-1.1849734375,0.07150495332918988
8,0.355645,-1.187849609375,0.07386967824175186
8,0.36064,-1.190424609375,0.07649384626957155
8,0.365635,-1.19288828125,0.07941469260904784
8,0.37063,-1.19629296875,0.08218255229036388
8,0.375625,-1.199555078125,0.08443531472478019
8,0.38062,-1.2020625,0.08728435543379374
8,0.385615,-1.206066796875,0.08934908100240485
8,0.39061,-1.208815234375,0.09280246164842686
8,0.395605,-1.211335546875,0.09581711534750353
8,0.4006,-1.21419921875,0.09760606067382777
8,0.405595,-1.21771171875,0.1022561508094558
8,0.41059,-1.220075390625,0.10448490034953793
8,0.415585,-1.223733203125,0.10846011744651443
8,0.42058,-1.2264484375,0.11109711698412336
8,0.425575,-1.22925,0.11497439878376078
8,0.43057,-1.232641796875,0.1168110928252764
8,0.435565,-1.235318359375,0.11913732419354899
8,0.44056,-1.239033203125,0.12441621598753917
8,0.445555,-1.24279765625,0.12769484415038068
8,0.45055,-1.24666875,0.13144283244659763
8,0.455545,-1.249511328125,0.13697731712522204
8,0.46054,-1.252218359375,0.1389541410043629
8,0.465535,-1.2551578125,0.14375450792896696
8,0.47053,-1.259105078125,0.14780948533745605
8,0.475525,-1.26141796875,0.15018075128159586
8,0.48052,-1.265348046875,0.15624363635295968
8,0.485515,-1.268840625,0.1586906267153718
8,0.49051,-1.27312109375,0.16654333790745696
8,0.495505,-1.276113671875,0.16820601082865064
8,0.5005,-1.27993671875,0.17391680873327547
8,0.505495,-1.282721875,0.18034525482077723
8,0.51049,-1.286903515625,0.1837348232953641
8,0.515485,-1.290275,0.1908815431894725
8,0.52048,-1.293320703125,0.19516158547315138
8,0.525475,-1.29686796875,0.19931740507425313
8,0.53047,-1.30041171875,0.2069120562673821
8,0.535465,-1.304305078125,0.21147087994050945
8,0.54046,-1.308921484375,0.22005995647417284
8,0.545455,-1.3112625,0.2236946701597257
8,0.55045,-1.31467734375,0.23023890311831458
8,0.555445,-1.32014375,0.2399093364006416
8,0.56044,-1.322495703125,0.24158667376451834
8,0.565435,-1.3266390625,0.24810506932637275
8,0.57043,-1.331335546875,0.2593479202358346
8,0.575425,-1.334208203125,0.26645808856189224
8,0.58042,-1.3386109375,0.2734318708063572
8,0.585415,-1.343755859375,0.28319156699936865
8,0.59041,-1.34766796875,0.29216017870548244
8,0.595405,-1.3510484375,0.2989502669744681
8,0.6004,-1.35524609375,0.31071284075740824
8,0.605395,-1.35974765625,0.3221684530984984
8,0.61039,-1.36566171875,0.33647763259267266
8,0.615385,-1.369001171875,0.3461121649203298
8,0.62038,-1.373087890625,0.3541340182484372
8,0.625375,-1.3791796875,0.36808532791447324
8,0.63037,-1.38247578125,0.37322966611140074
8,0.635365,-1.387741796875,0.38984798394309955
8,0.64036,-1.392782421875,0.4008602986224038
8,0.645355,-1.397760546875,0.4147022498601842
8,0.65035,-1.40090546875,0.42120513568491236
8,0.655345,-1.40844140625,0.4531887268763902
8,0.66034,-1.41609609375,0.4612747354828177
8,0.665335,-1.41913984375,0.48261912817671343
8,0.67033,-1.423191015625,0.49032990396479426
8,0.675325,-1.42906640625,0.5089555956027776
8,0.68032,-1.43566875,0.5267989583694505
8,0.685315,-1.441719140625,0.5517539255719557
8,0.69031,-1.44639296875,0.5612605910113772
8,0.695305,-1.45261640625,0.5964705725192606
8,0.7003,-1.459462109375,0.6047998135843058
8,0.705295,-1.464162890625,0.6322124298832835
8,0.71029,-1.47239921875,0.6557660781461805
8,0.715285,-1.480893359375,0.6829785348417108
8,0.72028,-1.4849734375,0.7028010507165927
8,0.725275,-1.495330859375,0.7367380722947895
8,0.73027,-1.496739453125,0.7509377588368327
8,0.735265,-1.501850390625,0.7701880145150866
8,0.74026,-1.512762890625,0.8063154148653804
8,0.745255,-1.522392578125,0.8468600670379892
8,0.75025,-1.527200390625,0.8556439233141483
8,0.755245,-1.533505078125,0.8637556852879427
8,0.76024,-1.545028125,0.9071897554343105
8,0.765235,-1.5505953125,0.9219029344145537
8,0.77023,-1.559894140625,0.9578370572130411
8,0.775225,-1.568201953125,0.9868045523275232
8,0.78022,-1.577044140625,1.0055747571234246
8,0.785215,-1.5819546875,1.0442535812693976
8,0.79021,-1.594546484375,1.0536916759316055
8,0.795205,-1.60234609375,1.0606154122253966
8,0.8002,-1.607700390625,1.0957084735639628
8,0.805195,-1.6214375,1.1310386255881728
8,0.81019,-1.624253515625,1.1446343700384995
8,0.815185,-1.63587734375,1.1686383413862247
8,0.82018,-1.647571484375,1.1426791380337105
8,0.825175,-1.65697265625,1.1615519404094035
8,0.83017,-1.666494921875,1.1646166589569722
8,0.835165,-1.671834375,1.1576800819302004
8,0.84016,-1.67983671875,1.1778038291925557
8,0.845155,-1.684225390625,1.2256427981551343
8,0.85015,-1.697226171875,1.164325180769038
8,0.855145,-1.70560390625,1.1922838429335585
8,0.86014,-1.71486640625,1.165539253110846
8,0.865135,-1.721955859375,1.1595259608849369
8,0.87013,-1.728796875,1.1601028223098349
8,0.875125,-1.739045703125,1.144491754152259
8,0.88012,-1.742534375,1.1499308602222948
8,0.885115,-1.751066015625,1.132214038355447
8,0.89011,-1.7616890625,1.0940064030207337
8,0.895105,-1.762404296875,1.1261490953616657
8,0.9001,-1.77302890625,1.0856353670869578
8,0.905095,-1.777347265625,1.0668108143840216
8,0.91009,-1.7875203125,1.0378463975260501
8,0.915085,-1.79078359375,1.0326315809858309
8,0.92008,-1.79645546875,1.0132566448701246
8,0.925075,-1.80391015625,0.9984236960802557
8,0.93007,-1.807726953125,0.9828384519257551
8,0.935065,-1.813730078125,0.9689554818578836
8,0.94006,-1.82443046875,0.9002065619869924
8,0.945055,-1.8266,0.9072262520747385
8,0.95005,-1.832959765625,0.8774328238280269
8,0.955045,-1.835769921875,0.8735682239765288
8,0.96004,-1.841977734375,0.8258699613889054
8,0.965035,-1.84253984375,0.8453608441389989
8,0.97003,-1.8483515625,0.8166379808423174
8,0.975025,-1.854933984375,0.7819480866938534
8,0.98002,-1.859857421875,0.7534026386430932
8,0.985015,-1.862105078125,0.7594727735497904
8,0.99001,-1.867401953125,0.7208455698998112
8,0.995005,-1.8690921875,0.7306632858624398
8,1.0,-1.87359140625,0.7085037465702695
16,0.001,-1.00037236328125,4.973220881838171e-7
16,0.005995,-1.00286337890625,1.8118144021544973e-5
16,0.01099,-1.0057126953125,6.1020539437883795e-5
16,0.015985,-1.00782646484375,0.00012753676628609453
16,0.02098,-1.01040908203125,0.000219694351042002
16,0.025975,-1.01276767578125,0.0003392729548009574
16,0.03097,-1.015203515625,0.0004742282591117328
16,0.035965,-1.01784970703125,0.0006474838241407915
16,0.04096,-1.02044931640625,0.0008371113814433721
16,0.045955,-1.022858203125,0.0010500029343528281
16,0.05095,-1.02533349609375,0.001302811135404737
16,0.055945,-1.02807119140625,0.0015709308892740558
16,0.06094,-1.03047275390625,0.0018857937918993013
16,0.065935,-1.03278466796875,0.002181892491788671
16,0.07093,-1.03545703125,0.0025430733741442792
16,0.075925,-1.0380623046875,0.002900023305540373
16,0.08092,-1.04048740234375,0.003320790883481852
16,0.085915,-1.04324345703125,0.003748233236875901
16,0.09091,-1.04560517578125,0.0041444714777922765
16,0.095905,-1.04791767578125,0.004656109041603636
16,0.1009,-1.050590625,0.0051421256947931935
16,0.105895,-1.053330859375,0.005659904195300372
16,0.11089,-1.055703515625,0.006273220803699751
16,0.115885,-1.05812958984375,0.006850665523880691
16,0.12088,-1.06091279296875,0.007515931361634713
16,0.125875,-1.06323251953125,0.0081016053877279
16,0.13087,-1.0656123046875,0.00878403690193669
16,0.135865,-1.0683724609375,0.00949898797351489
16,0.14086,-1.0710541015625,0.01006241822740348
16,0.145855,-1.07354541015625,0.010941098412549406
16,0.15085,-1.07590283203125,0.011681923391184068
16,0.155845,-1.0787146484375,0.012510078824300195
16,0.16084,-1.08098916015625,0.013370086552998843
16,0.165835,-1.0836638671875,0.014164277384317898
16,0.17083,-1.08653466796875,0.015150985373464014
16,0.175825,-1.08896943359375,0.016004371632292638
16,0.18082,-1.09151826171875,0.01709586845094873
16,0.185815,-1.0940310546875,0.017943265369430052
16,0.19081,-1.0966294921875,0.019003447722583697
16,0.195805,-1.09935048828125,0.020151676803305298
16,0.2008,-1.10193994140625,0.021160711777157795
16,0.205795,-1.10455615234375,0.02216243297357473
16,0.21079,-1.107430078125,0.023479756782819307
16,0.215785,-1.1099232421875,0.024609159570742344
16,0.22078,-1.112508984375,0.026122650350408522
16,0.225775,-1.11542265625,0.02712826661091528
16,0.23077,-1.1182251953125,0.028293653670645572
16,0.235765,-1.12090537109375,0.030132291223642985
16,0.24076,-1.1233275390625,0.030849602051404305
16,0.245755,-1.12584267578125,0.03246710586219704
16,0.25075,-1.1285921875,0.033923886485070935
16,0.255745,-1.1314419921875,0.035408173722772045
16,0.26074,-1.13381455078125,0.036889322654759006
16,0.265735,-1.13693447265625,0.03859180855669264
16,0.27073,-1.13927431640625,0.040023658847419284
16,0.275725,-1.14213291015625,0.04215225622211674
16,0.28072,-1.14496337890625,0.04315547563389204
16,0.285715,-1.14758642578125,0.044827340751726244
16,0.29071,-1.15087666015625,0.047243379019435976
16,0.295705,-1.15331865234375,0.04889483261313712
16,0.3007,-1.15630791015625,0.05070457001733106
16,0.305695,-1.15850498046875,0.05253873236665321
16,0.31069,-1.16153076171875,0.05429413272093067
16,0.315685,-1.16435625,0.05623055848397967
16,0.32068,-1.16722451171875,0.0586671130421036
16,0.325675,-1.17016357421875,0.06047844027731727
16,0.33067,-1.1733787109375,0.06224784540299691
16,0.335665,-1.1759205078125,0.06425523434550084
16,0.34066,-1.17864716796875,0.06730881821281712
16,0.345655,-1.18148818359375,0.06954923603800352
16,0.35065,-1.18448955078125,0.07162070462868819
16,0.355645,-1.187314453125,0.07383378137527098
16,0.36064,-1.19065947265625,0.07591130196396637
16,0.365635,-1.19343759765625,0.07871645159169326
16,0.37063,-1.19652197265625,0.08224739046156135
16,0.375625,-1.19951328125,0.08321616792582778
16,0.38062,-1.20255478515625,0.08640885455016671
16,0.385615,-1.20544794921875,0.0892300050988488
16,0.39061,-1.208203125,0.091826852211483
16,0.395605,-1.21144296875,0.09493656016153934
16,0.4006,-1.21441923828125,0.09767583037893293
16,0.405595,-1.21761884765625,0.10068030454790344
16,0.41059,-1.22025478515625,0.10332931586630198
16,0.415585,-1.22360263671875,0.10687132971592314
16,0.42058,-1.2266333984375,0.11064983725662174
16,0.425575,-1.22940654296875,0.11332298051589565
16,0.43057,-1.23285947265625,0.11634698995899631
16,0.435565,-1.23655361328125,0.12084077574701299
16,0.44056,-1.2396865234375,0.12263887251504342
16,0.445555,-1.242598046875,0.12773024740072675
16,0.45055,-1.24610654296875,0.13130359355935314
16,0.455545,-1.24865732421875,0.1351760066396783
16,0.46054,-1.25239248046875,0.13766634094186597
16,0.465535,-1.255256640625,0.14123351198276424
16,0.47053,-1.25831083984375,0.14500041230442762
16,0.475525,-1.2615474609375,0.14996359833313855
16,0.48052,-1.26524951171875,0.15472542331060846
16,0.485515,-1.26863935546875,0.15890957936624997
16,0.49051,-1.27200927734375,0.16403797257166988
16,0.495505,-1.2756708984375,0.16613584536190731
16,0.5005,-1.27868330078125,0.1718426799305364
16,0.505495,-1.2818115234375,0.1748995361003175
16,0.51049,-1.2853892578125,0.18118194036150578
16,0.515485,-1.2891505859375,0.18456840237342861
16,0.52048,-1.2926349609375,0.1900950443803077
16,0.525475,-1.29582236328125,0.1971710903492674
16,0.53047,-1.30008115234375,0.20343840841349978
16,0.535465,-1.3029607421875,0.20343424039612334
16,0.54046,-1.3068515625,0.21201018000271665
16,0.545455,-1.310605078125,0.21755097735846438
16,0.55045,-1.31397080078125,0.2207260990553339
16,0.555445,-1.31776484375,0.2301817045531121
16,0.56044,-1.32160927734375,0.23434003440939616
16,0.565435,-1.3252013671875,0.23852980626223216
16,0.57043,-1.32938896484375,0.24726667135139765
16,0.575425,-1.332618359375,0.2530679916650105
16,0.58042,-1.33734619140625,0.26298257345795245
16,0.585415,-1.34045859375,0.2668546717189003
16,0.59041,-1.34548017578125,0.27422104690776145
16,0.595405,-1.34840712890625,0.28038518862365824
16,0.6004,-1.351978515625,0.28668635470600123
16,0.605395,-1.3565060546875,0.2905931837309892
16,0.61039,-1.360330859375,0.2965974832244088
16,0.615385,-1.3646150390625,0.3039947300666629
16,0.62038,-1.36855810546875,0.316327061150579
